Mod:Item:MetaData, Localized Name
TConstruct:ore.berries.one:10, Copper Oreberry Bush
TConstruct:ore.berries.one:11, Tin Oreberry Bush
TConstruct:ore.berries.two:8, Aluminum Oreberry Bush
TConstruct:ore.berries.two:9, Essence Berry Bush
TConstruct:SearedBrick:1, Cobalt Ore
TConstruct:SearedBrick:2, Ardite Ore
TConstruct:SearedBrick:3, Copper Ore
TConstruct:SearedBrick:4, Tin Ore
TConstruct:SearedBrick:5, Aluminum Ore
TConstruct:GravelOre:0, Iron Gravel Ore
TConstruct:GravelOre:1, Gold Gravel Ore
TConstruct:GravelOre:2, Copper Gravel Ore
TConstruct:GravelOre:3, Tin Gravel Ore
TConstruct:GravelOre:4, Aluminum Gravel Ore
TConstruct:GravelOre:5, Cobalt Gravel Ore
TConstruct:rail.wood, Wooden Rail
TConstruct:MetalBlock:0, Block of Cobalt
TConstruct:MetalBlock:1, Block of Ardite
TConstruct:MetalBlock:2, Block of Manyullyn
TConstruct:MetalBlock:3, Block of Copper
TConstruct:MetalBlock:4, Block of Bronze
TConstruct:MetalBlock:5, Block of Tin
TConstruct:MetalBlock:6, Block of Aluminum
TConstruct:MetalBlock:7, Block of Aluminum Brass
TConstruct:MetalBlock:8, Block of Alumite
TConstruct:MetalBlock:9, Block of Steel
TConstruct:MetalBlock:10, Block of Solid Ender
TConstruct:ToolStationBlock:0, Tool Station
TConstruct:ToolStationBlock:1, Part Builder
TConstruct:ToolStationBlock:2, Part Builder
TConstruct:ToolStationBlock:3, Part Builder
TConstruct:ToolStationBlock:4, Part Builder
TConstruct:ToolStationBlock:5, Pattern Chest
TConstruct:ToolStationBlock:10, Stencil Table
TConstruct:ToolStationBlock:11, Stencil Table
TConstruct:ToolStationBlock:12, Stencil Table
TConstruct:ToolStationBlock:13, Stencil Table
TConstruct:ToolForgeBlock:0, Tool Forge
TConstruct:ToolForgeBlock:1, Tool Forge
TConstruct:ToolForgeBlock:2, Tool Forge
TConstruct:ToolForgeBlock:3, Tool Forge
TConstruct:ToolForgeBlock:4, Tool Forge
TConstruct:ToolForgeBlock:5, Tool Forge
TConstruct:ToolForgeBlock:6, Tool Forge
TConstruct:ToolForgeBlock:7, Tool Forge
TConstruct:ToolForgeBlock:8, Tool Forge
TConstruct:ToolForgeBlock:9, Tool Forge
TConstruct:ToolForgeBlock:10, Tool Forge
TConstruct:ToolForgeBlock:11, Tool Forge
TConstruct:ToolForgeBlock:12, Tool Forge
TConstruct:ToolForgeBlock:13, Tool Forge
TConstruct:CraftingStation, Crafting Station
TConstruct:CraftingSlab:0, Crafting Station
TConstruct:CraftingSlab:1, Tool Station
TConstruct:CraftingSlab:2, Part Builder
TConstruct:CraftingSlab:3, Stencil Table
TConstruct:CraftingSlab:4, Pattern Chest
TConstruct:CraftingSlab:5, Tool Forge
TConstruct:FurnaceSlab, Slab Furnace
TConstruct:HeldItemBlock, Frying Pan
TConstruct:BattleSignBlock, tile.Battlesign.name
TConstruct:CraftedSoil:0, Slimy Mud
TConstruct:CraftedSoil:1, Grout
TConstruct:CraftedSoil:2, Slimy Mud
TConstruct:CraftedSoil:3, Graveyard Soil
TConstruct:CraftedSoil:4, Consecrated Soil
TConstruct:CraftedSoil:5, Blue Slimedirt
TConstruct:CraftedSoil:6, Slime Soil
TConstruct:fluid.molten.iron, Molten Iron
TConstruct:fluid.molten.gold, Molten Gold
TConstruct:fluid.molten.copper, Molten Copper
TConstruct:fluid.molten.tin, Liquid Tin
TConstruct:fluid.molten.aluminum, Molten Aluminum
TConstruct:fluid.molten.cobalt, Molten Cobalt
TConstruct:fluid.molten.ardite, Molten Ardite
TConstruct:fluid.molten.bronze, Molten Bronze
TConstruct:fluid.molten.alubrass, Molten Aluminum Brass
TConstruct:fluid.molten.manyullyn, Molten Manyullyn
TConstruct:fluid.molten.alumite, Molten Alumite
TConstruct:fluid.molten.obsidian, Molten Obsidian
TConstruct:fluid.molten.steel, Molten Steel
TConstruct:fluid.molten.glass, Molten Glass
TConstruct:molten.stone, Seared Stone
TConstruct:molten.emerald, Liquified Emerald
TConstruct:fluid.molten.nickel, Molten Nickel
TConstruct:fluid.molten.lead, Molten Lead
TConstruct:fluid.molten.silver, Molten Silver
TConstruct:fluid.molten.shiny, Molten Shiny
TConstruct:fluid.molten.invar, Molten Invar
TConstruct:fluid.molten.electrum, Molten Electrum
TConstruct:fluid.ender, Liquified Ender
TConstruct:fluid.molten.lumium, Molten Lumium
TConstruct:fluid.molten.signalum, Molten Signalum
TConstruct:fluid.molten.mithril, Molten Mana Infused Metal
TConstruct:fluid.molten.enderium, Molten Enderium
TConstruct:liquid.blood, Blood
TConstruct:liquid.glue, Glue
TConstruct:fluid.molten.pigiron, Molten Pig Iron
TConstruct:SearedSlab:0, Seared Brick Slab
TConstruct:SearedSlab:1, Seared Stone Slab
TConstruct:SearedSlab:2, Seared Cobblestone Slab
TConstruct:SearedSlab:3, Seared Paver Slab
TConstruct:SearedSlab:4, Seared Road Slab
TConstruct:SearedSlab:5, Fancy Seared Slab
TConstruct:SearedSlab:6, Chiseled Seared Slab
TConstruct:SearedSlab:7, Chiseled Seared Slab
TConstruct:SpeedSlab:0, Rough Brownstone Slab
TConstruct:SpeedSlab:1, Brownstone Road Slab
TConstruct:SpeedSlab:2, Brownstone Slab
TConstruct:SpeedSlab:3, Brownstone Brick Slab
TConstruct:SpeedSlab:4, Brownstone Road Slab
TConstruct:SpeedSlab:5, Fancy Brownstone Slab
TConstruct:SpeedSlab:6, Chiseled Brownstone Slab
TConstruct:GlueBlock, Glue Block
TConstruct:Smeltery:0, Smeltery Controller
TConstruct:Smeltery:1, Smeltery Drain
TConstruct:Smeltery:2, Seared Bricks
TConstruct:Smeltery:4, Seared Stone
TConstruct:Smeltery:5, Seared Cobblestone
TConstruct:Smeltery:6, Seared Paver
TConstruct:Smeltery:7, Cracked Seared Bricks
TConstruct:Smeltery:8, Seared Road
TConstruct:Smeltery:9, Fancy Seared Bricks
TConstruct:Smeltery:10, Chiseled Seared Bricks
TConstruct:Smeltery:11, Chiseled Seared Bricks
TConstruct:SmelteryNether:0, Smeltery Controller
TConstruct:SmelteryNether:1, Smeltery Drain
TConstruct:SmelteryNether:2, Seared Bricks
TConstruct:SmelteryNether:4, Seared Stone
TConstruct:SmelteryNether:5, Seared Cobblestone
TConstruct:SmelteryNether:6, Seared Paver
TConstruct:SmelteryNether:7, Cracked Seared Bricks
TConstruct:SmelteryNether:8, Seared Road
TConstruct:SmelteryNether:9, Fancy Seared Bricks
TConstruct:SmelteryNether:10, Chiseled Seared Bricks
TConstruct:SmelteryNether:11, Chiseled Seared Bricks
TConstruct:LavaTank:0, Seared Tank
TConstruct:LavaTank:1, Seared Glass
TConstruct:LavaTank:2, Seared Window
TConstruct:LavaTankNether:0, Seared Tank
TConstruct:LavaTankNether:1, Seared Glass
TConstruct:LavaTankNether:2, Seared Window
TConstruct:SearedBlock:0, Casting Table
TConstruct:SearedBlock:1, Seared Faucet
TConstruct:SearedBlock:2, Casting Basin
TConstruct:SearedBlockNether:0, Casting Table
TConstruct:SearedBlockNether:1, Seared Faucet
TConstruct:SearedBlockNether:2, Casting Basin
TConstruct:CastingChannel:0, Casting Channel
TConstruct:SpeedBlock:0, Rough Brownstone
TConstruct:SpeedBlock:1, Brownstone Road
TConstruct:SpeedBlock:2, Brownstone
TConstruct:SpeedBlock:3, Brownstone Brick
TConstruct:SpeedBlock:4, Brownstone Road
TConstruct:SpeedBlock:5, Fancy Brownstone
TConstruct:SpeedBlock:6, Chiseled Brownstone
TConstruct:GlassBlock:0, Clear Glass
TConstruct:GlassPane:0, Clear Glass Pane
TConstruct:GlassBlock.StainedClear:0, White Stained Glass
TConstruct:GlassBlock.StainedClear:1, Orange Stained Glass
TConstruct:GlassBlock.StainedClear:2, Magenta Stained Glass
TConstruct:GlassBlock.StainedClear:3, Light Blue Stained Glass
TConstruct:GlassBlock.StainedClear:4, Yellow Stained Glass
TConstruct:GlassBlock.StainedClear:5, Lime Stained Glass
TConstruct:GlassBlock.StainedClear:6, Pink Stained Glass
TConstruct:GlassBlock.StainedClear:7, Gray Stained Glass
TConstruct:GlassBlock.StainedClear:8, Light Gray Stained Glass
TConstruct:GlassBlock.StainedClear:9, Cyan Stained Glass
TConstruct:GlassBlock.StainedClear:10, Purple Stained Glass
TConstruct:GlassBlock.StainedClear:11, Blue Stained Glass
TConstruct:GlassBlock.StainedClear:12, Brown Stained Glass
TConstruct:GlassBlock.StainedClear:13, Green Stained Glass
TConstruct:GlassBlock.StainedClear:14, Red Stained Glass
TConstruct:GlassBlock.StainedClear:15, Black Stained Glass
TConstruct:GlassPaneClearStained:0, White Stained Pane
TConstruct:GlassPaneClearStained:1, Orange Stained Pane
TConstruct:GlassPaneClearStained:2, Magenta Stained Pane
TConstruct:GlassPaneClearStained:3, Light Blue Stained Pane
TConstruct:GlassPaneClearStained:4, Yellow Stained Pane
TConstruct:GlassPaneClearStained:5, Lime Stained Pane
TConstruct:GlassPaneClearStained:6, Pink Stained Pane
TConstruct:GlassPaneClearStained:7, Gray Stained Pane
TConstruct:GlassPaneClearStained:8, Light Gray Stained Pane
TConstruct:GlassPaneClearStained:9, Cyan Stained Pane
TConstruct:GlassPaneClearStained:10, Purple Stained Pane
TConstruct:GlassPaneClearStained:11, Blue Stained Pane
TConstruct:GlassPaneClearStained:12, Brown Stained Pane
TConstruct:GlassPaneClearStained:13, Green Stained Pane
TConstruct:GlassPaneClearStained:14, Red Stained Pane
TConstruct:GlassPaneClearStained:15, Black Stained Pane
TConstruct:Redstone.Landmine:0, Landmine
TConstruct:Redstone.Landmine:1, Landmine
TConstruct:Redstone.Landmine:2, Landmine
TConstruct:Redstone.Landmine:3, Landmine
TConstruct:Armor.DryingRack, Drying Rack
alfheimwings:BlockFairyOre, Fairy Ore
alfheimwings:BlockAlfheimTable, Alfhomancy Table
alfheimwings:BlockFairy, Block of Mediocris
ThermalDynamics:ThermalDynamics_0:0, Leadstone Fluxduct
ThermalDynamics:ThermalDynamics_0:1, Hardened Fluxduct
ThermalDynamics:ThermalDynamics_0:2, Redstone Energy Fluxduct
ThermalDynamics:ThermalDynamics_0:3, Redstone Energy Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_0:4, Resonant Fluxduct
ThermalDynamics:ThermalDynamics_0:5, Resonant Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_0:6, Cryo-Stabilized Fluxduct
ThermalDynamics:ThermalDynamics_0:7, Cryo-Stabilized Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_16:0, Temperate Fluiduct
ThermalDynamics:ThermalDynamics_16:1, Temperate Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:2, Hardened Fluiduct
ThermalDynamics:ThermalDynamics_16:3, Hardened Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:4, Flux-Plated Fluiduct
ThermalDynamics:ThermalDynamics_16:5, Flux-Plated Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:6, Super-Laminar Fluiduct
ThermalDynamics:ThermalDynamics_16:7, Super-Laminar Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_32:0, Itemduct
ThermalDynamics:ThermalDynamics_32:1, Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:2, Impulse Itemduct
ThermalDynamics:ThermalDynamics_32:3, Impulse Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:4, Warp Itemduct
ThermalDynamics:ThermalDynamics_32:5, Warp Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:6, Fluctuating Itemduct
ThermalDynamics:ThermalDynamics_32:7, Fluctuating Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_48:0, Structuralduct (Opaque)
ThermalDynamics:ThermalDynamics_48:1, Luxduct
ThermalDynamics:ThermalDynamics_64:0, Viaduct
ThermalDynamics:ThermalDynamics_64:1, Long Range Viaduct
ThermalDynamics:ThermalDynamics_64:2, Long Range Linking Viaduct
ThermalDynamics:ThermalDynamics_64:3, Viaduct (Untreated)
TSteelworks:molten.limestone, Molten Limestone
TSteelworks:liquid.cement, Wet Cement
TSteelworks:HighOven:0, High Oven Controller
TSteelworks:HighOven:1, Scorched Drain
TSteelworks:HighOven:2, Scorched Bricks
TSteelworks:HighOven:3, Creepy Scorched Bricks
TSteelworks:HighOven:4, Scorched Stone
TSteelworks:HighOven:5, Scorched Cobblestone
TSteelworks:HighOven:6, Scorched Paver
TSteelworks:HighOven:7, Cracked Scorched Bricks
TSteelworks:HighOven:8, Scorched Road
TSteelworks:HighOven:9, Fancy Scorched Bricks
TSteelworks:HighOven:10, Chiseled Scorched Bricks
TSteelworks:HighOven:12, Scorched Duct
TSteelworks:HighOven:13, Deep Tank Controller
TSteelworks:ScorchedSlab:0, Scorched Bricks Slab
TSteelworks:ScorchedSlab:1, Creepy Scorched Slab
TSteelworks:ScorchedSlab:2, Scorched Stone Slab
TSteelworks:ScorchedSlab:3, Scorched Cobblestone Slab
TSteelworks:ScorchedSlab:4, Scorched Paver Slab
TSteelworks:ScorchedSlab:5, Cracked Scorched Bricks Slab
TSteelworks:ScorchedSlab:6, Scorched Road Slab
TSteelworks:ScorchedSlab:7, Fancy Scorched Slab
TSteelworks:dustStorage:0, Block of Gunpowder
TSteelworks:dustStorage:1, Sugar Cube
TSteelworks:Limestone:0, Limestone
TSteelworks:Limestone:1, Limestone Cobble
TSteelworks:Limestone:2, Limestone Bricks
TSteelworks:Limestone:3, Cracked Limestone Bricks
TSteelworks:Limestone:4, Limestone Paver
TSteelworks:Limestone:5, Limestone Road
TSteelworks:Limestone:6, Fancy Limestone Bricks
TSteelworks:Limestone:7, Chiseled Limestone Bricks
TSteelworks:Limestone:8, Creepy Limestone Bricks
TSteelworks:LimestoneSlab:0, Limestone Slab
TSteelworks:LimestoneSlab:1, Limestone Cobble Slab
TSteelworks:LimestoneSlab:2, Limestone Bricks Slab
TSteelworks:LimestoneSlab:3, block.limestone.slab.cracked.name
TSteelworks:LimestoneSlab:4, Limestone Paver Slab
TSteelworks:LimestoneSlab:5, Limestone Road Slab
TSteelworks:LimestoneSlab:6, Fancy Limestone Slab
TSteelworks:LimestoneSlab:7, Chiseled Limestone Slab
TSteelworks:Cement:0, White Cement
TSteelworks:Cement:1, Orange Cement
TSteelworks:Cement:2, Magenta Cement
TSteelworks:Cement:3, Light Blue Cement
TSteelworks:Cement:4, Yellow Cement
TSteelworks:Cement:5, Lime Green Cement
TSteelworks:Cement:6, Pink Cement
TSteelworks:Cement:7, Gray Cement
TSteelworks:Cement:8, Light Gray Cement
TSteelworks:Cement:9, Cyan Cement
TSteelworks:Cement:10, Purple Cement
TSteelworks:Cement:11, Blue Cement
TSteelworks:Cement:12, Brown Cement
TSteelworks:Cement:13, Green Cement
TSteelworks:Cement:14, Red Cement
TSteelworks:Cement:15, Black Cement
TSteelworks:tile.Machine.Turbine, Steam Turbine
TSteelworks:blockCharcoal, Block of Charcoal
TMechworks:RedstoneMachine:0, Drawbridge
TMechworks:RedstoneMachine:1, Igniter
TMechworks:RedstoneMachine:2, Advanced Drawbridge
TMechworks:RedstoneMachine:3, Extended Drawbridge
TMechworks:Dynamo, Dynamo
TMechworks:SignalBus, tile.tmechworks.signalbus.name
TMechworks:SignalTerminal, tile.tmechworks.signalterminal.name
TMechworks:MeshFilter:0, Empty Mesh Filter
TMechworks:MeshFilter:1, Wide Mesh Filter
TMechworks:MeshFilter:2, Slat Mesh Filter
TMechworks:MeshFilter:3, Mesh Filter
TMechworks:MeshFilter:4, Fine Mesh Filter
Tubestuff:machine:0, Buffer
Tubestuff:machine:1, Automatic Crafting Table MkII
Tubestuff:machine:2, Black Hole Chest
Tubestuff:machine:3, Incinerator
Tubestuff:machine:4, Duplicator
Tubestuff:machine:6, Block Breaker
Tubestuff:machine:7, Liquid Disposer
Tubestuff:machine:8, Liquid Duplicator
Tubestuff:machine:9, Online Player Detector
Tubestuff:machine:11, Deployer
Tubestuff:storage:0, Silver Block
Tubestuff:storage:1, Tin Block
Tubestuff:storage:2, Copper Block
Tubestuff:storage:3, Nikolite Block
Tubestuff:storage:4, Coal Brick Block
Tubestuff:storage:5, Powdered Redstone Block
Tubestuff:storage:6, Blue Alloy Block
Tubestuff:storage:7, Red Alloy Block
Tubestuff:storage:8, Brass Block
Tubestuff:storage:9, Charcoal Block
minecraft:record_13, Music Disc
minecraft:record_cat, Music Disc
minecraft:record_blocks, Music Disc
minecraft:record_chirp, Music Disc
minecraft:record_far, Music Disc
minecraft:record_mall, Music Disc
minecraft:record_mellohi, Music Disc
minecraft:record_stal, Music Disc
minecraft:record_strad, Music Disc
minecraft:record_ward, Music Disc
minecraft:record_11, Music Disc
minecraft:record_wait, Music Disc
extendedWorkbench:tool00, Extended Wooden Sword
extendedWorkbench:tool10, Extended Wooden Shovel
extendedWorkbench:tool20, Extended Wooden Pickaxe
extendedWorkbench:tool30, Extended Wooden Axe
extendedWorkbench:tool40, Extended Wooden Hoe
extendedWorkbench:tool01, Extended Stone Sword
extendedWorkbench:tool11, Extended Stone Shovel
extendedWorkbench:tool21, Extended Stone Pickaxe
extendedWorkbench:tool31, Extended Stone Axe
extendedWorkbench:tool41, Extended Stone Hoe
extendedWorkbench:tool02, Extended Iron Sword
extendedWorkbench:tool12, Extended Iron Shovel
extendedWorkbench:tool22, Extended Iron Pickaxe
extendedWorkbench:tool32, Extended Iron Axe
extendedWorkbench:tool42, Extended Iron Hoe
extendedWorkbench:tool03, Extended Diamond Sword
extendedWorkbench:tool13, Extended Diamond Shovel
extendedWorkbench:tool23, Extended Diamond Pickaxe
extendedWorkbench:tool33, Extended Diamond Axe
extendedWorkbench:tool43, Extended Diamond Hoe
extendedWorkbench:tool04, Extended Golden Sword
extendedWorkbench:tool14, Extended Golden Shovel
extendedWorkbench:tool24, Extended Golden Pickaxe
extendedWorkbench:tool34, Extended Golden Axe
extendedWorkbench:tool44, Extended Golden Hoe
extendedWorkbench:bow, Extended Bow
extendedWorkbench:fishingRod, Extended Fishing Rod
extendedWorkbench:flintAndSteel, Extended Flint and Steel
extendedWorkbench:shears, Extended Shears
extendedWorkbench:map_empty, Empty Extended Map
extendedWorkbench:map:0, Extended Map #0
extendedWorkbench:compass, Extended Compass
extendedWorkbench:armor00, Extended Leather Cap
extendedWorkbench:armor01, Extended Leather Tunic
extendedWorkbench:armor02, Extended Leather Pants
extendedWorkbench:armor03, Extended Leather Boots
extendedWorkbench:armor20, Extended Iron Helmet
extendedWorkbench:armor21, Extended Iron Chestplate
extendedWorkbench:armor22, Extended Iron Leggings
extendedWorkbench:armor23, Extended Iron Boots
extendedWorkbench:armor30, Extended Golden Helmet
extendedWorkbench:armor31, Extended Golden Chestplate
extendedWorkbench:armor32, Extended Golden Leggings
extendedWorkbench:armor33, Extended Golden Boots
extendedWorkbench:armor40, Extended Diamond Helmet
extendedWorkbench:armor41, Extended Diamond Chestplate
extendedWorkbench:armor42, Extended Diamond Leggings
extendedWorkbench:armor43, Extended Diamond Boots
Baubles:Ring:0, Miner's Ring
adventurebackpack:backpackComponent:1, Sleeping Bag
adventurebackpack:backpackComponent:2, Backpack Tank
adventurebackpack:backpackComponent:3, Hose Nozzle
adventurebackpack:backpackComponent:4, Machete Handle
adventurebackpack:backpackComponent:5, Two-Cylinder Diesel Engine
adventurebackpack:backpackComponent:6, Copter Blades
adventurebackpack:backpackComponent:7, Inflatable Boat
adventurebackpack:backpackComponent:8, Inflatable Boat (Motorized)
adventurebackpack:backpackComponent:9, Hydro Blades
adventurebackpack:machete, Machete
adventurebackpack:adventureHat, Adventurer's Fedora
adventurebackpack:pistonBoots, Piston Boots
adventurebackpack:adventureBackpack, Adventure Backpack
adventurebackpack:backpackHose, Backpack Hose
adventurebackpack:melonJuiceBottle, Melon Juice Bottle
adventurebackpack:clockworkCrossbow, Clockwork Crossbow
appliedenergistics2:item.ToolCertusQuartzAxe, Certus Quartz Axe
appliedenergistics2:item.ToolCertusQuartzHoe, Certus Quartz Hoe
appliedenergistics2:item.ToolCertusQuartzSpade, Certus Quartz Shovel
appliedenergistics2:item.ToolCertusQuartzPickaxe, Certus Quartz Pickaxe
appliedenergistics2:item.ToolCertusQuartzSword, Certus Quartz Sword
appliedenergistics2:item.ToolCertusQuartzWrench, Certus Quartz Wrench
appliedenergistics2:item.ToolCertusQuartzCuttingKnife, Certus Quartz Cutting Knife
appliedenergistics2:item.ToolNetherQuartzAxe, Nether Quartz Axe
appliedenergistics2:item.ToolNetherQuartzHoe, Nether Quartz Hoe
appliedenergistics2:item.ToolNetherQuartzSpade, Nether Quartz Shovel
appliedenergistics2:item.ToolNetherQuartzPickaxe, Nether Quartz Pickaxe
appliedenergistics2:item.ToolNetherQuartzSword, Nether Quartz Sword
appliedenergistics2:item.ToolNetherQuartzWrench, Nether Quartz Wrench
appliedenergistics2:item.ToolNetherQuartzCuttingKnife, Nether Quartz Cutting Knife
appliedenergistics2:item.ToolEntropyManipulator, Entropy Manipulator
appliedenergistics2:item.ToolWirelessTerminal, Wireless Terminal
appliedenergistics2:item.ToolBiometricCard, Biometric Card
appliedenergistics2:item.ToolChargedStaff, Charged Staff
appliedenergistics2:item.ToolMassCannon, Matter Cannon
appliedenergistics2:item.ToolMemoryCard, Memory Card
appliedenergistics2:item.ToolNetworkTool, Network Tool
appliedenergistics2:item.ToolPortableCell, Portable Cell
appliedenergistics2:item.ItemCreativeStorageCell, Creative ME Storage Cell
appliedenergistics2:item.ItemViewCell, View Cell
appliedenergistics2:item.ItemBasicStorageCell.1k, 1k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.4k, 4k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.16k, 16k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.64k, 64k ME Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.2Cubed, 2³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.16Cubed, 16³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.128Cubed, 128³ Spatial Storage Cell
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Podzol
